sku;activite;attribute_set;categories;code_article;code_coloris;code_douane;coloris_groupe;composition;composition_description;configurable_attributes;cost;country_of_manufacture;description;entretien_blanchiment;entretien_lavage;entretien_nettoyage_aeau;entretien_nettoyage_asec;entretien_repassage;entretien_sechage_naturel;entretien_sechage_tambour;forme;image1;image2;imaged1;imaged2;imaged4;imaged5;libelle_coloris;ligne_de_produit;marque;msrp;name;options_container;price;reseau;saison;short_description;simple_skus;taille;tax_class_id;theme;top_produit;type;visibility;weight
3253535475899;ACC;"Produit Orli avec Forme";;TBOISRKF;064;;;"Divers autres fibres";"100% Divers autres fibres";;;IN;"Tee en bois pour ballon de rugby taille 5";NA;NA;NA;NA;NA;NA;NA;000;595b479e5979d-00p_tboisrkf_064-image1---1499154334-00P_TBOISRKF_064.jpg;;;;;;Bois;901;RKF;10,00;"Tee en Bois";;10,00;U;21H;"Tee en bois Ruckfield pour ballon de rugby taille 5";;TU;"Taxable Goods";669;0;simple;1;0,4000
00P_TBOISRKF_064;ACC;"Produit Orli avec Forme";"Root Catalog/Default Category/Homme;;Root Catalog/Default Category/Homme/Accessoires;;Root Catalog/Default Category/Homme/Accessoires/Ballon de rugby";TBOISRKF;064;;;"Divers autres fibres";"100% Divers autres fibres";taille;;IN;"Tee en bois pour ballon de rugby taille 5";NA;NA;NA;NA;NA;NA;NA;000;595b479e5979d-00p_tboisrkf_064-image1---1499154334-00P_TBOISRKF_064.jpg;;;;;;Bois;901;RKF;10,00;"Tee en Bois";container1;10,00;U;21H;"Tee en bois Ruckfield pour ballon de rugby taille 5";3253535475899;;"Taxable Goods";669;0;configurable;4;0,4000
3253538585526;ACC;"Produit Orli avec Forme";;H0004183;001;;;Coton;"100% Coton";;;CN;"Craquez pour cette superbe casquette blanche Ruckfield. Habilement ornée du logo Sébastien Chabal à l'avant et broderie de la marque à l'arrière, cette casquette au style épuré et 100% coton complètera adroitement votre coiffe.<br /><br />Modèle disponible en différents coloris.";;;;;;;;000;5a60a75e4f5d0-18e_h0004183_001-image1---1516283742-18E_H0004183_001_face.jpg;;;;;;Blanc;211;RKF;29,90;"Casquette Blanche Chabal by Ruckfield";;29,90;H;21H;"Casquette blanche Ruckfield avec logo Sébastien Chabal";;TU;"Taxable Goods";669;0;simple;1;0,4000
18E_H0004183_001;ACC;"Produit Orli avec Forme";"Root Catalog/Default Category/Homme;;Root Catalog/Default Category/Homme/Accessoires;;Root Catalog/Default Category/Nouvelle collection;;Root Catalog/Default Category/Homme/Accessoires/Casquette;;Root Catalog/Default Category/Homme/Accessoires/Idées Cadeaux";H0004183;001;;;Coton;"100% Coton";taille;;CN;"Craquez pour cette superbe casquette blanche Ruckfield. Habilement ornée du logo Sébastien Chabal à l'avant et broderie de la marque à l'arrière, cette casquette au style épuré et 100% coton complètera adroitement votre coiffe.<br /><br />Modèle disponible en différents coloris.";;;;;;;;000;5a60a75e4f5d0-18e_h0004183_001-image1---1516283742-18E_H0004183_001_face.jpg;;;;;;Blanc;211;RKF;29,90;"Casquette Blanche Chabal by Ruckfield";container1;29,90;H;21H;"Casquette blanche Ruckfield avec logo Sébastien Chabal";3253538585526;;"Taxable Goods";669;0;configurable;4;0,4000
3253538585533;ACC;"Produit Orli avec Forme";;H0004183;012;;;Coton;"100% Coton";;;CN;"Craquez pour cette superbe casquette bleu ciel Ruckfield. Habilement ornée du logo Sébastien Chabal à l'avant et broderie de la marque à l'arrière, cette casquette au style épuré et 100% coton complètera adroitement votre coiffe.<br /><br />Modèle disponible en différents coloris.";;;;;;;;000;5a60a769a7afa-18e_h0004183_012-image1---1516283753-18E_H0004183_012_face.jpg;5a60a769a9827-18e_h0004183_012-image2---1516283753-18E_H0004183_012_dos.jpg;;;;;"Bleu clair";211;RKF;29,90;"Casquette Bleu Ciel Chabal by Ruckfield";;29,90;H;21H;"Casquette bleu ciel Ruckfield avec logo Sébastien Chabal";;TU;"Taxable Goods";669;0;simple;1;0,4000
18E_H0004183_012;ACC;"Produit Orli avec Forme";"Root Catalog/Default Category/Homme;;Root Catalog/Default Category/Homme/Accessoires;;Root Catalog/Default Category/Nouvelle collection;;Root Catalog/Default Category/Homme/Accessoires/Casquette;;Root Catalog/Default Category/Homme/Accessoires/Idées Cadeaux";H0004183;012;;;Coton;"100% Coton";taille;;CN;"Craquez pour cette superbe casquette bleu ciel Ruckfield. Habilement ornée du logo Sébastien Chabal à l'avant et broderie de la marque à l'arrière, cette casquette au style épuré et 100% coton complètera adroitement votre coiffe.<br /><br />Modèle disponible en différents coloris.";;;;;;;;000;5a60a769a7afa-18e_h0004183_012-image1---1516283753-18E_H0004183_012_face.jpg;5a60a769a9827-18e_h0004183_012-image2---1516283753-18E_H0004183_012_dos.jpg;;;;;"Bleu clair";211;RKF;29,90;"Casquette Bleu Ciel Chabal by Ruckfield";container1;29,90;H;21H;"Casquette bleu ciel Ruckfield avec logo Sébastien Chabal";3253538585533;;"Taxable Goods";669;0;configurable;4;0,4000
3253538585540;ACC;"Produit Orli avec Forme";;H0004183;018;;;Coton;"100% Coton";;;CN;"Craquez pour cette superbe casquette bleu marine Ruckfield. Habilement ornée du logo Sébastien Chabal à l'avant et broderie de la marque à l'arrière, cette casquette au style épuré et 100% coton complètera adroitement votre coiffe.<br /><br />Modèle disponible en différents coloris.";;;;;;;;000;5a60a7761e7e3-18e_h0004183_018-image1---1516283766-18E_H0004183_018_face.jpg;5a60a7762248a-18e_h0004183_018-image2---1516283766-18E_H0004183_018_dos.jpg;;;;;"Bleu marine";211;RKF;29,90;"Casquette Bleu Marine Chabal by Ruckfield";;29,90;H;21H;"Casquette bleu marine Ruckfield avec logo Sébastien Chabal";;TU;"Taxable Goods";669;0;simple;1;0,4000
18E_H0004183_018;ACC;"Produit Orli avec Forme";"Root Catalog/Default Category/Homme;;Root Catalog/Default Category/Homme/Accessoires;;Root Catalog/Default Category/Nouvelle collection;;Root Catalog/Default Category/Homme/Accessoires/Casquette;;Root Catalog/Default Category/Homme/Accessoires/Idées Cadeaux";H0004183;018;;;Coton;"100% Coton";taille;;CN;"Craquez pour cette superbe casquette bleu marine Ruckfield. Habilement ornée du logo Sébastien Chabal à l'avant et broderie de la marque à l'arrière, cette casquette au style épuré et 100% coton complètera adroitement votre coiffe.<br /><br />Modèle disponible en différents coloris.";;;;;;;;000;5a60a7761e7e3-18e_h0004183_018-image1---1516283766-18E_H0004183_018_face.jpg;5a60a7762248a-18e_h0004183_018-image2---1516283766-18E_H0004183_018_dos.jpg;;;;;"Bleu marine";211;RKF;29,90;"Casquette Bleu Marine Chabal by Ruckfield";container1;29,90;H;21H;"Casquette bleu marine Ruckfield avec logo Sébastien Chabal";3253538585540;;"Taxable Goods";669;0;configurable;4;0,4000
3253538585557;ACC;"Produit Orli avec Forme";;H0004183;042;;;Coton;"100% Coton";;;CN;"Craquez pour cette superbe casquette rose Ruckfield. Habilement ornée du logo Sébastien Chabal à l'avant et broderie de la marque à l'arrière, cette casquette au style épuré et 100% coton complètera adroitement votre coiffe.<br /><br />Modèle disponible en différents coloris.";;;;;;;;000;5a60a780ded8e-18e_h0004183_042-image1---1516283776-18E_H0004183_042_face.jpg;5a60a780e09bd-18e_h0004183_042-image2---1516283776-18E_H0004183_042_dos.jpg;;;;;"Rose clair";211;RKF;29,90;"Casquette Rose Chabal by Ruckfield";;29,90;H;21H;"Casquette rose Ruckfield avec logo Sébastien Chabal";;TU;"Taxable Goods";669;0;simple;1;0,4000
18E_H0004183_042;ACC;"Produit Orli avec Forme";"Root Catalog/Default Category/Homme;;Root Catalog/Default Category/Homme/Accessoires;;Root Catalog/Default Category/Nouvelle collection;;Root Catalog/Default Category/Homme/Accessoires/Casquette;;Root Catalog/Default Category/Homme/Accessoires/Idées Cadeaux";H0004183;042;;;Coton;"100% Coton";taille;;CN;"Craquez pour cette superbe casquette rose Ruckfield. Habilement ornée du logo Sébastien Chabal à l'avant et broderie de la marque à l'arrière, cette casquette au style épuré et 100% coton complètera adroitement votre coiffe.<br /><br />Modèle disponible en différents coloris.";;;;;;;;000;5a60a780ded8e-18e_h0004183_042-image1---1516283776-18E_H0004183_042_face.jpg;5a60a780e09bd-18e_h0004183_042-image2---1516283776-18E_H0004183_042_dos.jpg;;;;;"Rose clair";211;RKF;29,90;"Casquette Rose Chabal by Ruckfield";container1;29,90;H;21H;"Casquette rose Ruckfield avec logo Sébastien Chabal";3253538585557;;"Taxable Goods";669;0;configurable;4;0,4000
3253538585564;ACC;"Produit Orli avec Forme";;H0004183;054;;;Coton;"100% Coton";;;CN;"Craquez pour cette superbe casquette rouge Ruckfield. Habilement ornée du logo Sébastien Chabal à l'avant et broderie de la marque à l'arrière, cette casquette au style épuré et 100% coton complètera adroitement votre coiffe.<br /><br />Modèle disponible en différents coloris.";;;;;;;;000;5a60a7881cbf1-18e_h0004183_054-image1---1516283784-18E_H0004183_054_face.jpg;;;;;;"Rouge moyen";211;RKF;29,90;"Casquette Rouge Chabal by Ruckfield";;29,90;H;21H;"Casquette rouge Ruckfield avec logo Sébastien Chabal";;TU;"Taxable Goods";669;0;simple;1;0,4000
18E_H0004183_054;ACC;"Produit Orli avec Forme";"Root Catalog/Default Category/Homme;;Root Catalog/Default Category/Homme/Accessoires;;Root Catalog/Default Category/Nouvelle collection;;Root Catalog/Default Category/Homme/Accessoires/Casquette";H0004183;054;;;Coton;"100% Coton";taille;;CN;"Craquez pour cette superbe casquette rouge Ruckfield. Habilement ornée du logo Sébastien Chabal à l'avant et broderie de la marque à l'arrière, cette casquette au style épuré et 100% coton complètera adroitement votre coiffe.<br /><br />Modèle disponible en différents coloris.";;;;;;;;000;5a60a7881cbf1-18e_h0004183_054-image1---1516283784-18E_H0004183_054_face.jpg;;;;;;"Rouge moyen";211;RKF;29,90;"Casquette Rouge Chabal by Ruckfield";container1;29,90;H;21H;"Casquette rouge Ruckfield avec logo Sébastien Chabal";3253538585564;;"Taxable Goods";669;0;configurable;4;0,4000
3253538585571;ACC;"Produit Orli avec Forme";;H0004183;099;;;Coton;"100% Coton";;;CN;"Craquez pour cette superbe casquette noire Ruckfield. Habilement ornée du logo Sébastien Chabal à l'avant et broderie de la marque à l'arrière, cette casquette au style épuré et 100% coton complètera adroitement votre coiffe.<br /><br />Modèle disponible en différents coloris.";;;;;;;;000;5a60a78fe32ba-18e_h0004183_099-image1---1516283791-18E_H0004183_099_face.jpg;5a60a78fe41fd-18e_h0004183_099-image2---1516283791-18E_H0004183_099_dos.jpg;;;;;Noir;211;RKF;29,90;"Casquette Noire Chabal by Ruckfield";;29,90;H;21H;"Casquette noire Ruckfield avec logo Sébastien Chabal";;TU;"Taxable Goods";669;0;simple;1;0,4000
18E_H0004183_099;ACC;"Produit Orli avec Forme";"Root Catalog/Default Category/Homme;;Root Catalog/Default Category/Homme/Accessoires;;Root Catalog/Default Category/Nouvelle collection;;Root Catalog/Default Category/Homme/Accessoires/Casquette;;Root Catalog/Default Category/Homme/Accessoires/Idées Cadeaux";H0004183;099;;;Coton;"100% Coton";taille;;CN;"Craquez pour cette superbe casquette noire Ruckfield. Habilement ornée du logo Sébastien Chabal à l'avant et broderie de la marque à l'arrière, cette casquette au style épuré et 100% coton complètera adroitement votre coiffe.<br /><br />Modèle disponible en différents coloris.";;;;;;;;000;5a60a78fe32ba-18e_h0004183_099-image1---1516283791-18E_H0004183_099_face.jpg;5a60a78fe41fd-18e_h0004183_099-image2---1516283791-18E_H0004183_099_dos.jpg;;;;;Noir;211;RKF;29,90;"Casquette Noire Chabal by Ruckfield";container1;29,90;H;21H;"Casquette noire Ruckfield avec logo Sébastien Chabal";3253538585571;;"Taxable Goods";669;0;configurable;4;0,4000
3253538669059;ACC;"Produit Orli avec Forme";;H0004381;099;;;"Cuir veritable";"100% Cuir veritable";;;CN;"Portefeuille en cuir noir Ruckfield<br /><br />- 2 soufflets pour les billets<br />- 8 rangements pour les cartes<br />- Dimensions fermé en cm H 9 x L 12<br />- Livré dans un coffret siglé Ruckfield<br />- Protection contre la communication RFID.";;;;;;;;000;5b4de6c927359-18h_h0004381_099-image1---1531832009-18H_H0004381_099_face.jpg;;;;;;Noir;901;RKF;49,00;"Portefeuille en cuir noir Ruckfield";;49,00;H;21H;"Portefeuille en cuir noir Ruckfield";;TU;"Taxable Goods";669;0;simple;1;0,4000
18H_H0004381_099;ACC;"Produit Orli avec Forme";"Root Catalog/Default Category/Accessoires;;Root Catalog/Default Category/Homme;;Root Catalog/Default Category/Homme/Accessoires;;Root Catalog/Default Category/Nouvelle collection;;Root Catalog/Default Category/Homme/Accessoires/Portefeuilles";H0004381;099;;;"Cuir veritable";"100% Cuir veritable";taille;;CN;"Portefeuille en cuir noir Ruckfield<br /><br />- 2 soufflets pour les billets<br />- 8 rangements pour les cartes<br />- Dimensions fermé en cm H 9 x L 12<br />- Livré dans un coffret siglé Ruckfield<br />- Protection contre la communication RFID.";;;;;;;;000;5b4de6c927359-18h_h0004381_099-image1---1531832009-18H_H0004381_099_face.jpg;;;;;;Noir;901;RKF;49,00;"Portefeuille en cuir noir Ruckfield";container1;49,00;H;21H;"Portefeuille en cuir noir Ruckfield";3253538669059;;"Taxable Goods";669;0;configurable;4;0,4000
3253538861613;ACC;"Produit Orli avec Forme";;H0004597;018;;;Coton;"100% Coton";;;PK;"Parfait pour le bord de mer, ce drap de plage affiche un sublime coq avec des détails tricolores qui apporte une touche supporter à cet accessoire de plage. <br /><br />- Coton 360 gr<br />- 100 x 180 cm";;;;;;;;000;5bee97969f3f2-19e_h0004597_018-image1---1542363030-19E_H0004597_018_face.jpg;;;;;;"Bleu marine";D06;RKF;49,00;"Drap de plage France";;49,00;H;21H;"Drap de plage grand modèle pour tous les supporters de la France.";;TU;"Taxable Goods";FRC;0;simple;1;0,4000
19E_H0004597_018;ACC;"Produit Orli avec Forme";"Root Catalog/Default Category/Homme;;Root Catalog/Default Category/Homme/Accessoires;;Root Catalog/Default Category/Nouvelle collection;;Root Catalog/Default Category/Homme/Accessoires/Serviette et Drap de plage;;Root Catalog/Default Category/Collections;;Root Catalog/Default Category/Collections/French Rugby Club";H0004597;018;;;Coton;"100% Coton";taille;;PK;"Parfait pour le bord de mer, ce drap de plage affiche un sublime coq avec des détails tricolores qui apporte une touche supporter à cet accessoire de plage. <br /><br />- Coton 360 gr<br />- 100 x 180 cm";;;;;;;;000;5bee97969f3f2-19e_h0004597_018-image1---1542363030-19E_H0004597_018_face.jpg;;;;;;"Bleu marine";D06;RKF;49,00;"Drap de plage France";container1;49,00;H;21H;"Drap de plage grand modèle pour tous les supporters de la France.";3253538861613;;"Taxable Goods";FRC;0;configurable;4;0,4000
3253539096304;ACC;"Produit Orli avec Forme";;H0004695;013;;;Coton,Elasthanne,Polyamide;"80% Coton, 18% Polyamide, 2% Elasthanne";;;F;"Soyez élégant de la tête aux pieds !<br />Découvrez notre collection de chaussettes made in France, tendance, confortable et originale, elles se déclinent dans une large palette de couleurs et d'imprimés.<br /><br />Fabriquées en Bourgogne dans une entreprise du patrimoine vivant avec un savoir-faire de presque 100 ans.<br />Disponibles en 39/42, 43/46, 47/50";;;;;;;;000;5d7f7aa000bc3-19h_h0004695_013-image1---1568635551-19H_H0004695_013_face.JPG;;;;;;"Bleu turquoise";904;RKF;15,00;"Chaussettes homme turquoise";;15,00;U;21H;"Chaussettes unies homme en fil de coton turquoise. Disponibles en 39/42, 43/46, 47/50";;39/42;"Taxable Goods";669;0;simple;1;0,4000
3253539096311;ACC;"Produit Orli avec Forme";;H0004695;013;;;Coton,Elasthanne,Polyamide;"80% Coton, 18% Polyamide, 2% Elasthanne";;;F;"Soyez élégant de la tête aux pieds !<br />Découvrez notre collection de chaussettes made in France, tendance, confortable et originale, elles se déclinent dans une large palette de couleurs et d'imprimés.<br /><br />Fabriquées en Bourgogne dans une entreprise du patrimoine vivant avec un savoir-faire de presque 100 ans.<br />Disponibles en 39/42, 43/46, 47/50";;;;;;;;000;5d7f7aa000bc3-19h_h0004695_013-image1---1568635551-19H_H0004695_013_face.JPG;;;;;;"Bleu turquoise";904;RKF;15,00;"Chaussettes homme turquoise";;15,00;U;21H;"Chaussettes unies homme en fil de coton turquoise. Disponibles en 39/42, 43/46, 47/50";;43/46;"Taxable Goods";669;0;simple;1;0,4000
3253539096328;ACC;"Produit Orli avec Forme";;H0004695;013;;;Coton,Elasthanne,Polyamide;"80% Coton, 18% Polyamide, 2% Elasthanne";;;F;"Soyez élégant de la tête aux pieds !<br />Découvrez notre collection de chaussettes made in France, tendance, confortable et originale, elles se déclinent dans une large palette de couleurs et d'imprimés.<br /><br />Fabriquées en Bourgogne dans une entreprise du patrimoine vivant avec un savoir-faire de presque 100 ans.<br />Disponibles en 39/42, 43/46, 47/50";;;;;;;;000;5d7f7aa000bc3-19h_h0004695_013-image1---1568635551-19H_H0004695_013_face.JPG;;;;;;"Bleu turquoise";904;RKF;15,00;"Chaussettes homme turquoise";;15,00;U;21H;"Chaussettes unies homme en fil de coton turquoise. Disponibles en 39/42, 43/46, 47/50";;47/50;"Taxable Goods";669;0;simple;1;0,4000
19H_H0004695_013;ACC;"Produit Orli avec Forme";"Root Catalog/Default Category/Homme/Bas/Sous-vêtements";H0004695;013;;;Coton,Elasthanne,Polyamide;"80% Coton, 18% Polyamide, 2% Elasthanne";taille;;F;"Soyez élégant de la tête aux pieds !<br />Découvrez notre collection de chaussettes made in France, tendance, confortable et originale, elles se déclinent dans une large palette de couleurs et d'imprimés.<br /><br />Fabriquées en Bourgogne dans une entreprise du patrimoine vivant avec un savoir-faire de presque 100 ans.<br />Disponibles en 39/42, 43/46, 47/50";;;;;;;;000;5d7f7aa000bc3-19h_h0004695_013-image1---1568635551-19H_H0004695_013_face.JPG;;;;;;"Bleu turquoise";904;RKF;15,00;"Chaussettes homme turquoise";container1;15,00;U;21H;"Chaussettes unies homme en fil de coton turquoise. Disponibles en 39/42, 43/46, 47/50";3253539096304,3253539096311,3253539096328;;"Taxable Goods";669;0;configurable;4;0,4000
3253539096335;ACC;"Produit Orli avec Forme";;H0004695;014;;;Coton,Elasthanne,Polyamide;"80% Coton, 18% Polyamide, 2% Elasthanne";;;F;"Soyez élégant de la tête aux pieds !<br />Découvrez notre collection de chaussettes made in France, tendance, confortable et originale, elles se déclinent dans une large palette de couleurs et d'imprimés.<br /><br />Fabriquées en Bourgogne dans une entreprise du patrimoine vivant avec un savoir-faire de presque 100 ans.<br />Disponibles en 39/42, 43/46, 47/50";;;;;;;;000;5d7f7e315c4ab-19h_h0004695_014-image1---1568636465-19H_H0004695_014_face.JPG;;;;;;"Bleu moyen";904;RKF;15,00;"Chaussettes bleu homme";;15,00;U;21H;"Chaussettes bleu unies homme disponibles en 39/42, 43/46, 47/50";;39/42;"Taxable Goods";669;0;simple;1;0,4000
3253539096342;ACC;"Produit Orli avec Forme";;H0004695;014;;;Coton,Elasthanne,Polyamide;"80% Coton, 18% Polyamide, 2% Elasthanne";;;F;"Soyez élégant de la tête aux pieds !<br />Découvrez notre collection de chaussettes made in France, tendance, confortable et originale, elles se déclinent dans une large palette de couleurs et d'imprimés.<br /><br />Fabriquées en Bourgogne dans une entreprise du patrimoine vivant avec un savoir-faire de presque 100 ans.<br />Disponibles en 39/42, 43/46, 47/50";;;;;;;;000;5d7f7e315c4ab-19h_h0004695_014-image1---1568636465-19H_H0004695_014_face.JPG;;;;;;"Bleu moyen";904;RKF;15,00;"Chaussettes bleu homme";;15,00;U;21H;"Chaussettes bleu unies homme disponibles en 39/42, 43/46, 47/50";;43/46;"Taxable Goods";669;0;simple;1;0,4000
3253539096359;ACC;"Produit Orli avec Forme";;H0004695;014;;;Coton,Elasthanne,Polyamide;"80% Coton, 18% Polyamide, 2% Elasthanne";;;F;"Soyez élégant de la tête aux pieds !<br />Découvrez notre collection de chaussettes made in France, tendance, confortable et originale, elles se déclinent dans une large palette de couleurs et d'imprimés.<br /><br />Fabriquées en Bourgogne dans une entreprise du patrimoine vivant avec un savoir-faire de presque 100 ans.<br />Disponibles en 39/42, 43/46, 47/50";;;;;;;;000;5d7f7e315c4ab-19h_h0004695_014-image1---1568636465-19H_H0004695_014_face.JPG;;;;;;"Bleu moyen";904;RKF;15,00;"Chaussettes bleu homme";;15,00;U;21H;"Chaussettes bleu unies homme disponibles en 39/42, 43/46, 47/50";;47/50;"Taxable Goods";669;0;simple;1;0,4000
19H_H0004695_014;ACC;"Produit Orli avec Forme";"Root Catalog/Default Category/Homme/Bas/Sous-vêtements";H0004695;014;;;Coton,Elasthanne,Polyamide;"80% Coton, 18% Polyamide, 2% Elasthanne";taille;;F;"Soyez élégant de la tête aux pieds !<br />Découvrez notre collection de chaussettes made in France, tendance, confortable et originale, elles se déclinent dans une large palette de couleurs et d'imprimés.<br /><br />Fabriquées en Bourgogne dans une entreprise du patrimoine vivant avec un savoir-faire de presque 100 ans.<br />Disponibles en 39/42, 43/46, 47/50";;;;;;;;000;5d7f7e315c4ab-19h_h0004695_014-image1---1568636465-19H_H0004695_014_face.JPG;;;;;;"Bleu moyen";904;RKF;15,00;"Chaussettes bleu homme";container1;15,00;U;21H;"Chaussettes bleu unies homme disponibles en 39/42, 43/46, 47/50";3253539096335,3253539096342,3253539096359;;"Taxable Goods";669;0;configurable;4;0,4000
