sku;activite;attribute_set;categories;code_article;code_coloris;code_douane;coloris_groupe;composition;composition_description;configurable_attributes;cost;country_of_manufacture;description;entretien_blanchiment;entretien_lavage;entretien_nettoyage_aeau;entretien_nettoyage_asec;entretien_repassage;entretien_sechage_naturel;entretien_sechage_tambour;forme;image1;image2;imaged1;imaged2;imaged4;imaged5;libelle_coloris;ligne_de_produit;marque;msrp;name;options_container;price;reseau;saison;short_description;simple_skus;taille;tax_class_id;theme;top_produit;type;visibility;weight
3389556850893;ACC;"Produit Orli avec Forme";;685089;002;"6109100000   23";000;;;;30,00;F;"La montre Ruckfield 685089 est une montre sport homme équipée d’un mouvement de haute précision Analogique et digital. Elle comporte un chronomètre, une alarme, un deuxième fuseau horaire.<br /><br />Elle est étanche 100m (10ATM). Elle est composée d'un bracelet en silicone très résistant et d'une bague en métal gris qui entoure le boitier de grande taille. La montre Ruckfield 685089 permet une lecture facile de l’heure pendant les activités sportives grâce a son cadran de grande taille très lisible.<br /><br />Le boitier est en résine et les poussoirs sont protégés. Le fond en acier est vissé pour accroître l’étanchéité.";;;;;;;;000;5fb2956bbce10-19h_685089_002-image1---1605539179-685089-1_1000X1000.jpg;5fb53f52dba70-19h_685089_002-image2---1605713746-685089-4_1000X1000.jpg;5fb2956bbde3a-19h_685089_002-imaged3---1605539179-685089-5_1000X1000.jpg;5fb53f52dc362-19h_685089_002-imaged2---1605713746-685089-2_1000X1000.jpg;;;NC;712;RKF;69,00;"Montre silicone noir et bleu homme";;69,00;H;19H;"Montre silicone noir et bleu homme";;TU;"Taxable Goods";006;0;simple;1;0,4000
19H_685089_002;ACC;"Produit Orli avec Forme";;685089;002;"6109100000   23";000;;;taille;30,00;F;"La montre Ruckfield 685089 est une montre sport homme équipée d’un mouvement de haute précision Analogique et digital. Elle comporte un chronomètre, une alarme, un deuxième fuseau horaire.<br /><br />Elle est étanche 100m (10ATM). Elle est composée d'un bracelet en silicone très résistant et d'une bague en métal gris qui entoure le boitier de grande taille. La montre Ruckfield 685089 permet une lecture facile de l’heure pendant les activités sportives grâce a son cadran de grande taille très lisible.<br /><br />Le boitier est en résine et les poussoirs sont protégés. Le fond en acier est vissé pour accroître l’étanchéité.";;;;;;;;000;5fb2956bbce10-19h_685089_002-image1---1605539179-685089-1_1000X1000.jpg;5fb53f52dba70-19h_685089_002-image2---1605713746-685089-4_1000X1000.jpg;5fb2956bbde3a-19h_685089_002-imaged3---1605539179-685089-5_1000X1000.jpg;5fb53f52dc362-19h_685089_002-imaged2---1605713746-685089-2_1000X1000.jpg;;;NC;712;RKF;69,00;"Montre silicone noir et bleu homme";container1;69,00;H;19H;"Montre silicone noir et bleu homme";3389556850893;;"Taxable Goods";006;0;configurable;4;0,4000
3389556850985;ACC;"Produit Orli avec Forme";;685098;002;"6109100000   23";38E;;;;22,00;F;"La montre Ruckfield 685098 est une montre sport homme équipée d’un mouvement de haute précision Analogique et digital. Elle comporte un chronomètre et une alarme. <br /><br />Elle est étanche 100m (10ATM). Elle est composée d'un bracelet en silicone très résistant et d'une bague en métal gris qui entoure le boitier de grande taille. La montre Ruckfield 685098 permet une lecture facile de l’heure pendant les activités sportives grâce a son cadran de grande taille très lisible.<br /><br />Le boitier est en résine et les poussoirs sont protégés. Le fond en acier est vissé pour accroître l’étanchéité.";;;;;;;;000;5fb2935d6cd95-19h_685098_002-image1---1605538653-685098-1_1000X1000.jpg;5fb53e23b1c82-19h_685098_002-image2---1605713443-685098-4_1000X1000.jpg;5fb2935d6f095-19h_685098_002-imaged3---1605538653-685098-5_1000X1000.jpg;5fb53e23b29cf-19h_685098_002-imaged2---1605713443-685098-2_1000X1000.jpg;;;NC;712;RKF;49,00;"Montre homme silicone noir et orange";;49,00;H;19H;"Montre homme silicone noir et orange pour homme";;TU;"Taxable Goods";006;0;simple;1;0,4000
19H_685098_002;ACC;"Produit Orli avec Forme";;685098;002;"6109100000   23";38E;;;taille;22,00;F;"La montre Ruckfield 685098 est une montre sport homme équipée d’un mouvement de haute précision Analogique et digital. Elle comporte un chronomètre et une alarme. <br /><br />Elle est étanche 100m (10ATM). Elle est composée d'un bracelet en silicone très résistant et d'une bague en métal gris qui entoure le boitier de grande taille. La montre Ruckfield 685098 permet une lecture facile de l’heure pendant les activités sportives grâce a son cadran de grande taille très lisible.<br /><br />Le boitier est en résine et les poussoirs sont protégés. Le fond en acier est vissé pour accroître l’étanchéité.";;;;;;;;000;5fb2935d6cd95-19h_685098_002-image1---1605538653-685098-1_1000X1000.jpg;5fb53e23b1c82-19h_685098_002-image2---1605713443-685098-4_1000X1000.jpg;5fb2935d6f095-19h_685098_002-imaged3---1605538653-685098-5_1000X1000.jpg;5fb53e23b29cf-19h_685098_002-imaged2---1605713443-685098-2_1000X1000.jpg;;;NC;712;RKF;49,00;"Montre homme silicone noir et orange";container1;49,00;H;19H;"Montre homme silicone noir et orange pour homme";3389556850985;;"Taxable Goods";006;0;configurable;4;0,4000
3389556850992;ACC;"Produit Orli avec Forme";;685099;002;"6109100000   23";000;;;;22,00;F;"La montre Ruckfield 685099 est une montre sport homme équipée d’un mouvement de haute précision Analogique et digital. Elle comporte un chronomètre et une alarme. <br /><br />Elle est étanche 100m (10ATM). Elle est composée d'un bracelet en silicone très résistant et d'une bague en métal gris qui entoure le boitier de grande taille. La montre Ruckfield 685099 permet une lecture facile de l’heure pendant les activités sportives grâce a son cadran de grande taille très lisible.<br /><br />Le boitier est en résine et les poussoirs sont protégés. Le fond en acier est vissé pour accroître l’étanchéité.";;;;;;;;000;5fb28fdf449a5-19h_685099_002-image1---1605537759-685099-1_1000X1000.jpg;5fb53dc59c18f-19h_685099_002-image2---1605713349-685099-4_1000X1000.jpg;5fb28fdf4656d-19h_685099_002-imaged3---1605537759-685099-5_1000X1000.jpg;5fb53dc59d6d0-19h_685099_002-imaged2---1605713349-685099-2_1000X1000.jpg;;;NC;712;RKF;49,00;"Montre en cuir noir et bleu";;49,00;H;19H;"Montre en cuir noir et bleu pour homme";;TU;"Taxable Goods";006;0;simple;1;0,4000
19H_685099_002;ACC;"Produit Orli avec Forme";;685099;002;"6109100000   23";000;;;taille;22,00;F;"La montre Ruckfield 685099 est une montre sport homme équipée d’un mouvement de haute précision Analogique et digital. Elle comporte un chronomètre et une alarme. <br /><br />Elle est étanche 100m (10ATM). Elle est composée d'un bracelet en silicone très résistant et d'une bague en métal gris qui entoure le boitier de grande taille. La montre Ruckfield 685099 permet une lecture facile de l’heure pendant les activités sportives grâce a son cadran de grande taille très lisible.<br /><br />Le boitier est en résine et les poussoirs sont protégés. Le fond en acier est vissé pour accroître l’étanchéité.";;;;;;;;000;5fb28fdf449a5-19h_685099_002-image1---1605537759-685099-1_1000X1000.jpg;5fb53dc59c18f-19h_685099_002-image2---1605713349-685099-4_1000X1000.jpg;5fb28fdf4656d-19h_685099_002-imaged3---1605537759-685099-5_1000X1000.jpg;5fb53dc59d6d0-19h_685099_002-imaged2---1605713349-685099-2_1000X1000.jpg;;;NC;712;RKF;49,00;"Montre en cuir noir et bleu";container1;49,00;H;19H;"Montre en cuir noir et bleu pour homme";3389556850992;;"Taxable Goods";006;0;configurable;4;0,4000
3389556851005;ACC;"Produit Orli avec Forme";;685100;002;"6109100000   23";000;;;;22,00;F;"La montre Ruckfield 685100 est une montre sport homme équipée d’un mouvement de haute précision Analogique et digital. Elle comporte un chronomètre et une alarme. <br /><br />Elle est étanche 100m (10ATM). Elle est composée d'un bracelet en silicone très résistant et d'une bague en métal gris qui entoure le boitier de grande taille. La montre Ruckfield 685100 permet une lecture facile de l’heure pendant les activités sportives grâce a son cadran de grande taille très lisible.<br /><br />Le boitier est en résine et les poussoirs sont protégés. Le fond en acier est vissé pour accroître l’étanchéité.";;;;;;;;000;5fb28e6598aac-19h_685100_002-image1---1605537381-685100-1_1000X1000.jpg;5fb53dfbad306-19h_685100_002-image2---1605713403-685100-4_1000X1000.jpg;5fb53dfbae01a-19h_685100_002-imaged3---1605713403-685100-5_1000X1000.jpg;5fb53dfbadb97-19h_685100_002-imaged2---1605713403-685100-2_1000X1000.jpg;;;NC;712;RKF;49,00;"Montre homme silicone black";;49,00;H;19H;"Montre homme silicone black homme Ruckfield";;TU;"Taxable Goods";006;0;simple;1;0,4000
19H_685100_002;ACC;"Produit Orli avec Forme";;685100;002;"6109100000   23";000;;;taille;22,00;F;"La montre Ruckfield 685100 est une montre sport homme équipée d’un mouvement de haute précision Analogique et digital. Elle comporte un chronomètre et une alarme. <br /><br />Elle est étanche 100m (10ATM). Elle est composée d'un bracelet en silicone très résistant et d'une bague en métal gris qui entoure le boitier de grande taille. La montre Ruckfield 685100 permet une lecture facile de l’heure pendant les activités sportives grâce a son cadran de grande taille très lisible.<br /><br />Le boitier est en résine et les poussoirs sont protégés. Le fond en acier est vissé pour accroître l’étanchéité.";;;;;;;;000;5fb28e6598aac-19h_685100_002-image1---1605537381-685100-1_1000X1000.jpg;5fb53dfbad306-19h_685100_002-image2---1605713403-685100-4_1000X1000.jpg;5fb53dfbae01a-19h_685100_002-imaged3---1605713403-685100-5_1000X1000.jpg;5fb53dfbadb97-19h_685100_002-imaged2---1605713403-685100-2_1000X1000.jpg;;;NC;712;RKF;49,00;"Montre homme silicone black";container1;49,00;H;19H;"Montre homme silicone black homme Ruckfield";3389556851005;;"Taxable Goods";006;0;configurable;4;0,4000
3389556851012;ACC;"Produit Orli avec Forme";;685101;499;"6109100000   23";000;;;;45,00;F;"La montre RUCKFIELD est une montre sport étanche 100m (10ATM) en acier avec une lunette noire double cadran. Elle possède un cadran noir et un bracelet sport vintage noir.<br /><br />Cette montre est équipée d’un mouvement 3 aiguilles date japonais de grande qualité. Son fond en acier est vissé pour accroître la résistance à l’étanchéité. Elle vous accompagnera avec élégance dans vos activités de loisir";;;;;;;;000;5fb28c6966b35-19h_685101_002-image1---1605536873-685101-1_1000X1000.jpg;5fb541b6344e9-19h_685101_002-image2---1605714358-685101-4_1000X1000.jpg;5fb28c6969a86-19h_685101_002-imaged3---1605536873-685101-5_1000X1000.jpg;5fb541b634fa3-19h_685101_002-imaged2---1605714358-685101-2_1000X1000.jpg;;;NC;712;RKF;99,00;"Montre en cuir noir";;99,00;H;19H;"Montre en cuir noir double cadran";;TU;"Taxable Goods";006;0;simple;1;0,4000
19H_685101_002;ACC;"Produit Orli avec Forme";;685101;499;"6109100000   23";000;;;taille;45,00;F;"La montre RUCKFIELD est une montre sport étanche 100m (10ATM) en acier avec une lunette noire double cadran. Elle possède un cadran noir et un bracelet sport vintage noir.<br /><br />Cette montre est équipée d’un mouvement 3 aiguilles date japonais de grande qualité. Son fond en acier est vissé pour accroître la résistance à l’étanchéité. Elle vous accompagnera avec élégance dans vos activités de loisir";;;;;;;;000;5fb28c6966b35-19h_685101_002-image1---1605536873-685101-1_1000X1000.jpg;5fb541b6344e9-19h_685101_002-image2---1605714358-685101-4_1000X1000.jpg;5fb28c6969a86-19h_685101_002-imaged3---1605536873-685101-5_1000X1000.jpg;5fb541b634fa3-19h_685101_002-imaged2---1605714358-685101-2_1000X1000.jpg;;;NC;712;RKF;99,00;"Montre en cuir noir";container1;99,00;H;19H;"Montre en cuir noir double cadran";3389556851012;;"Taxable Goods";006;0;configurable;4;0,4000
3389556851029;ACC;"Produit Orli avec Forme";;685102;066;;721;;;;45,00;F;"La montre RUCKFIELDest une montre sport étanche 100m (10ATM) en acier avec une lunette noire double cadran. Elle possède un cadran noir et un bracelet sport vintage bicolore noire et marron en cuir de veau.<br /><br />Cette montre est équipée d’un mouvement 3 aiguilles date japonais de grande qualité. Son fond en acier est vissé pour accroître la résistance à l’étanchéité. Elle vous accompagnera avec élégance dans vos activités de loisir.";;;;;;;;000;5fb28a14348c5-19h_685102_002-image1---1605536276-685102-1_1000X1000.jpg;5fb54129a96e1-19h_685102_002-image2---1605714217-685102-4_1000X1000.jpg;5fb28a143777d-19h_685102_002-imaged3---1605536276-685102-5_1000X1000.jpg;5fb54129aa5a4-19h_685102_002-imaged2---1605714217-685102-2_1000X1000.jpg;;;NC;712;RKF;99,00;"Montre en cuir noir et marron";;99,00;H;19H;"Montre en cuir noir et marron double cadran";;TU;"Taxable Goods";006;0;simple;1;0,4000
19H_685102_002;ACC;"Produit Orli avec Forme";;685102;066;;721;;;taille;45,00;F;"La montre RUCKFIELDest une montre sport étanche 100m (10ATM) en acier avec une lunette noire double cadran. Elle possède un cadran noir et un bracelet sport vintage bicolore noire et marron en cuir de veau.<br /><br />Cette montre est équipée d’un mouvement 3 aiguilles date japonais de grande qualité. Son fond en acier est vissé pour accroître la résistance à l’étanchéité. Elle vous accompagnera avec élégance dans vos activités de loisir.";;;;;;;;000;5fb28a14348c5-19h_685102_002-image1---1605536276-685102-1_1000X1000.jpg;5fb54129a96e1-19h_685102_002-image2---1605714217-685102-4_1000X1000.jpg;5fb28a143777d-19h_685102_002-imaged3---1605536276-685102-5_1000X1000.jpg;5fb54129aa5a4-19h_685102_002-imaged2---1605714217-685102-2_1000X1000.jpg;;;NC;712;RKF;99,00;"Montre en cuir noir et marron";container1;99,00;H;19H;"Montre en cuir noir et marron double cadran";3389556851029;;"Taxable Goods";006;0;configurable;4;0,4000
3389556851043;ACC;"Produit Orli avec Forme";;685104;382;;999;;;;47,00;F;"Magnifique montre Ruckfield en métal argent.<br />Double cadran sport. Elle est étanche 100 m (10ATM) et elle est équipée d’un mouvement japonais de grande précision, trois aiguilles et dateur. Le bracelet acier bicolore comporte une boucle sécurité déployante anti-décrochage. C'est une montre de sport élégante qui s’adaptera à tous les poignets.";;;;;;;;000;"5fbd06ed1e70a-19h_685104_002-image1---1606223597-RU_685104 1000 X1000.jpg";;;;;;NC;712;RKF;109,00;"Montre métal argent sport";;109,00;H;19H;"Montre métal argent sport double cadran";;TU;"Taxable Goods";006;0;simple;1;0,4000
19H_685104_002;ACC;"Produit Orli avec Forme";;685104;382;;999;;;taille;47,00;F;"Magnifique montre Ruckfield en métal argent.<br />Double cadran sport. Elle est étanche 100 m (10ATM) et elle est équipée d’un mouvement japonais de grande précision, trois aiguilles et dateur. Le bracelet acier bicolore comporte une boucle sécurité déployante anti-décrochage. C'est une montre de sport élégante qui s’adaptera à tous les poignets.";;;;;;;;000;"5fbd06ed1e70a-19h_685104_002-image1---1606223597-RU_685104 1000 X1000.jpg";;;;;;NC;712;RKF;109,00;"Montre métal argent sport";container1;109,00;H;19H;"Montre métal argent sport double cadran";3389556851043;;"Taxable Goods";006;0;configurable;4;0,4000
3389556851050;ACC;"Produit Orli avec Forme";;685105;066;;721;;;;45,00;F;"Découvrez cette montre Ruckfield Marron très originale.<br />Cadran en acier gris Anthracite. Cette montre est équipée d’un mouvement quartz Japonais de 3 aiguilles de grande précision. Chic et élégante, elle vous donnera un look sport et urbain.";;;;;;;;000;5fb286e763a14-19h_685105_002-image1---1605535463-685105-1_1000X1000.jpg;5fb5410182508-19h_685105_002-image2---1605714177-685105-4_1000X1000.jpg;5fb286e77ad1d-19h_685105_002-imaged3---1605535463-685105-5_1000X1000.jpg;5fb5410182a68-19h_685105_002-imaged2---1605714177-685105-2_1000X1000.jpg;;;NC;712;RKF;99,00;"Montre bracelet en cuir Marron";;99,00;H;19H;"Montre bracelet en cuir Marron Ruckfield";;TU;"Taxable Goods";006;0;simple;1;0,4000
19H_685105_002;ACC;"Produit Orli avec Forme";;685105;066;;721;;;taille;45,00;F;"Découvrez cette montre Ruckfield Marron très originale.<br />Cadran en acier gris Anthracite. Cette montre est équipée d’un mouvement quartz Japonais de 3 aiguilles de grande précision. Chic et élégante, elle vous donnera un look sport et urbain.";;;;;;;;000;5fb286e763a14-19h_685105_002-image1---1605535463-685105-1_1000X1000.jpg;5fb5410182508-19h_685105_002-image2---1605714177-685105-4_1000X1000.jpg;5fb286e77ad1d-19h_685105_002-imaged3---1605535463-685105-5_1000X1000.jpg;5fb5410182a68-19h_685105_002-imaged2---1605714177-685105-2_1000X1000.jpg;;;NC;712;RKF;99,00;"Montre bracelet en cuir Marron";container1;99,00;H;19H;"Montre bracelet en cuir Marron Ruckfield";3389556851050;;"Taxable Goods";006;0;configurable;4;0,4000
3389556851067;ACC;"Produit Orli avec Forme";;685106;499;;000;;;;45,00;F;"Découvrez cette montre très originale Ruckfield. Etanche 100 mètres.<br />Cette montre est équipée d’un mouvement quartz Japonais de 3 aiguilles de grande précision. Chic et élégante, elle vous donnera un look sport et urbain.";;;;;;;;000;5fb285f0c0920-19h_685106_002-image1---1605535216-685106-1_1000X1000.jpg;5fb540de38a95-19h_685106_002-image2---1605714142-685106-4_1000X1000.jpg;5fb285f10d099-19h_685106_002-imaged3---1605535217-685106-5_1000X1000.jpg;5fb540de39076-19h_685106_002-imaged2---1605714142-685106-2_1000X1000.jpg;;;NC;712;RKF;99,00;"Montre noire bracelet cuir";;99,00;H;19H;"Montre noire bracelet cuir Ruckfield étanche 100 mètres";;TU;"Taxable Goods";006;0;simple;1;0,4000
19H_685106_002;ACC;"Produit Orli avec Forme";;685106;499;;000;;;taille;45,00;F;"Découvrez cette montre très originale Ruckfield. Etanche 100 mètres.<br />Cette montre est équipée d’un mouvement quartz Japonais de 3 aiguilles de grande précision. Chic et élégante, elle vous donnera un look sport et urbain.";;;;;;;;000;5fb285f0c0920-19h_685106_002-image1---1605535216-685106-1_1000X1000.jpg;5fb540de38a95-19h_685106_002-image2---1605714142-685106-4_1000X1000.jpg;5fb285f10d099-19h_685106_002-imaged3---1605535217-685106-5_1000X1000.jpg;5fb540de39076-19h_685106_002-imaged2---1605714142-685106-2_1000X1000.jpg;;;NC;712;RKF;99,00;"Montre noire bracelet cuir";container1;99,00;H;19H;"Montre noire bracelet cuir Ruckfield étanche 100 mètres";3389556851067;;"Taxable Goods";006;0;configurable;4;0,4000
3389556851098;ACC;"Produit Orli avec Forme";;685109;482;;999;;;;39,00;F;"Découvrez cette magnifique Montre Ruckfield en acier. A la fois chic et sport, elle s'accouplera avec tout le dressing Ruckfield.<br />Montre étanche 100 mètres<br />Sa couronne est protégée contre les chocs et les index et chiffres de son cadran sont très lisibles même dans des conditions de lumière faible. Le bracelet acier comporte un fermoir déployant sécurité anti-décrochage.";;;;;;;;000;5fb284e2205e9-19h_685109_002-image1---1605534946-685109-1_1000X1000.jpg;5fb53fbae8cec-19h_685109_002-image2---1605713850-685109-4_1000X1000.jpg;5fb284e222c9d-19h_685109_002-imaged3---1605534946-685109-5_1000X1000.jpg;5fb53fbae9e51-19h_685109_002-imaged2---1605713850-685109-2_1000X1000.jpg;;;NC;712;RKF;89,00;"Montre en métal argent";;89,00;H;19H;"Montre en métal argent sport";;TU;"Taxable Goods";006;0;simple;1;0,4000
19H_685109_002;ACC;"Produit Orli avec Forme";;685109;482;;999;;;taille;39,00;F;"Découvrez cette magnifique Montre Ruckfield en acier. A la fois chic et sport, elle s'accouplera avec tout le dressing Ruckfield.<br />Montre étanche 100 mètres<br />Sa couronne est protégée contre les chocs et les index et chiffres de son cadran sont très lisibles même dans des conditions de lumière faible. Le bracelet acier comporte un fermoir déployant sécurité anti-décrochage.";;;;;;;;000;5fb284e2205e9-19h_685109_002-image1---1605534946-685109-1_1000X1000.jpg;5fb53fbae8cec-19h_685109_002-image2---1605713850-685109-4_1000X1000.jpg;5fb284e222c9d-19h_685109_002-imaged3---1605534946-685109-5_1000X1000.jpg;5fb53fbae9e51-19h_685109_002-imaged2---1605713850-685109-2_1000X1000.jpg;;;NC;712;RKF;89,00;"Montre en métal argent";container1;89,00;H;19H;"Montre en métal argent sport";3389556851098;;"Taxable Goods";006;0;configurable;4;0,4000
3389556851104;ACC;"Produit Orli avec Forme";;685110;482;;999;;;;45,00;F;"La montre Ruckfield est une montre sport homme entièrement en acier. Le boitier rond de 40mm de diamètre est rehaussé d’une lunette acier et son cadran bleu est orné d’index frappés qui permettent une lecture de l’heure très précise.<br /><br />Elle est étanche 100 m (10ATM) et elle est équipée d’un mouvement japonais de grande précision, trois aiguilles et dateur. Le bracelet acier bicolore comporte une boucle de sécurité déployante anti-décrochage. C'est une montre de sport élégante à porter tous les jours.";;;;;;;;000;"5fbd06bdc5908-19h_685110_002-image1---1606223549-RU_685110 1000 X 1000.jpg";;;;;;NC;712;RKF;99,00;"Montre en acier sport homme";;99,00;H;19H;"Montre en acier sport homme étanche 100 mètres";;TU;"Taxable Goods";006;0;simple;1;0,4000
19H_685110_002;ACC;"Produit Orli avec Forme";;685110;482;;999;;;taille;45,00;F;"La montre Ruckfield est une montre sport homme entièrement en acier. Le boitier rond de 40mm de diamètre est rehaussé d’une lunette acier et son cadran bleu est orné d’index frappés qui permettent une lecture de l’heure très précise.<br /><br />Elle est étanche 100 m (10ATM) et elle est équipée d’un mouvement japonais de grande précision, trois aiguilles et dateur. Le bracelet acier bicolore comporte une boucle de sécurité déployante anti-décrochage. C'est une montre de sport élégante à porter tous les jours.";;;;;;;;000;"5fbd06bdc5908-19h_685110_002-image1---1606223549-RU_685110 1000 X 1000.jpg";;;;;;NC;712;RKF;99,00;"Montre en acier sport homme";container1;99,00;H;19H;"Montre en acier sport homme étanche 100 mètres";3389556851104;;"Taxable Goods";006;0;configurable;4;0,4000
21H_H0005290_099;100;"Produit Orli avec Forme";;H0005290;099;"6110309100   23";000;Acrylique,Coton;"50% coton, 50% acrylique";taille;;INDE;"Ce pull avec son logo Ruckfield blanc est un intemporel à sélectionner dans votre dressing. 50% coton et 50% acrylique pour une matière légère et agréable.<br /><br />Disponible du S au 5XL.<br />Notre mannequin mesure 1m82 et porte du L.<br /><br />- 50% coton, 50% acrylique<br />- Logo Ruckfield<br />- Coloris noir";;;;;;;;000;609e742d0193b-21h_h0005290_099-image1---1620997165-21H_H0005290_099_face.JPG;609e742d01c78-21h_h0005290_099-image2---1620997165-21H_H0005290_099_dos.JPG;;609e742d02395-21h_h0005290_099-imaged2---1620997165-21H_H0005290_099_detail2.JPG;;;Noir;220;RKF;89,00;"Pull col rond Ruckfield noir";container1;89,00;H;21H;"Pull col rond Ruckfield en coton et en acrylique.";;;"Taxable Goods";WAR;0;configurable;4;0,4000
